url	Claim	Trust
https://www.politifact.com/factchecks/2020/apr/23/facebook-posts/no-democrats-arent-pushing-microchips-fight-corona/	“The Democrats are pushing for an implanted microchip in humans, and everyone to be vaccinated.”	false
https://www.politifact.com/factchecks/2020/apr/23/facebook-posts/gates-foundation-does-not-have-patent-coronavirus/	"The Gates Foundation ""has the patent for this coronavirus."	false
https://www.politifact.com/factchecks/2020/apr/23/facebook-posts/no-trey-gowdy-didnt-write-viral-facebook-post/	Trey Gowdy said, “I’m not saying COVID-19 isn’t real…. But pay attention folks, there’s much more going on here than what meets the eye.”	false
https://www.politifact.com/factchecks/2020/apr/22/youtube-videos/there-are-no-breaking-news-reports-kim-jong-un-has/	YouTube videos-“Breaking news Kim Jong Un has pass(ed) away.”	false
https://www.politifact.com/factchecks/2020/apr/22/viral-image/video-shows-popular-market-nigeria-caught-fire/	Viral image-Nigerians are “burning Chinese stores.”	false
https://www.politifact.com/factchecks/2020/apr/22/facebook-posts/no-kennedy-center-and-pbs-didnt-pay-covid-19-kickb/	Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.	false
https://www.politifact.com/factchecks/2020/apr/22/facebook-posts/joe-diffie-died-covid-19-complications/	Joe Diffie’s death was labeled “as a COVID-19 death and it wasn’t!”	false
https://www.politifact.com/factchecks/2020/apr/21/facebook-posts/herd-immunity-curbed-covid-deaths-no/	Herd immunity is probably why California has far fewer COVID-19 deaths than New York.	false
https://www.politifact.com/factchecks/2020/apr/21/facebook-posts/democrats-arent-refusing-return-vacation-all-congr/	Says Democrats are on vacation until May 4 and “refuse to come back” to sign a bill to help small businesses.	false
https://www.politifact.com/factchecks/2020/apr/21/viral-image/yes-photo-jacksonville-beach-during-pandemic/	Viral image-A photo taken by a journalist showing a beach in Jacksonville, Fla., isn't from after the government reopened the beach as news reports have claimed.	false
https://www.politifact.com/factchecks/2020/apr/21/facebook-posts/no-proof-yet-post-election-surge-coronavirus-cases/	Says Wisconsin’s in-person election has caused a “surge” in new coronavirus cases	false
https://www.politifact.com/factchecks/2020/apr/20/facebook-posts/website-glitch-fueling-conspiracy-theory-about-cor/	"Says a photo shows the ""SAME EXACT PEOPLE"" at ""two different beaches"" in Los Angeles County and Jacksonville, Fla."	false
https://www.politifact.com/factchecks/2020/apr/20/facebook-posts/says-nancy-pelosi-tweeted-she-was-disgusted-donald/	Says Nancy Pelosi tweeted that she was disgusted with Donald Trump over taxes	false
https://www.politifact.com/factchecks/2020/apr/20/facebook-posts/nancy-pelosi-married-same-man-1963/	"Says Nancy Pelosi’s ""4th husband"" filed for divorce."	false
https://www.politifact.com/factchecks/2020/apr/17/phil-mcgraw/dr-phils-faulty-point-about-coronavirus-and-swimmi/	Phil McGraw-There are “360,000 (deaths) a year from swimming pools. But we don’t shut the country down for that.”	false
https://www.politifact.com/factchecks/2020/apr/17/tweets/michigan-residents-can-still-buy-car-seats/	Tweets-“Per order from @GovWhitmer, people in Michigan are now banned from purchasing a new baby car seat in stores.”	false
https://www.politifact.com/factchecks/2020/apr/16/donald-trump/donald-trump-falsely-claims-nancy-pelosi-deleted-v/	Donald Trump-Says House Speaker Nancy Pelosi deleted a video of her telling people to go to Chinatown.	false
https://www.politifact.com/factchecks/2020/apr/16/facebook-posts/no-amazons-alexa-doesnt-say-government-planned-cor/	If you ask Amazon’s Alexa about the origin of the coronavirus pandemic, it says “the government planned” it.	false
https://www.politifact.com/factchecks/2020/apr/15/facebook-posts/facebook-posts-falsely-claim-dr-fauci-has-millions/	Says Dr. Anthony Fauci “stands to lose 100 million dollars on Bill Gates ‘vaccine’ for the coronavirus. Because he invested in this vaccine.”	false
https://www.politifact.com/factchecks/2020/apr/15/kellyanne-conway/kellyanne-conway-misleads-name-covid-19-says-its-n/	Kellyanne Conway-This is COVID-19, not COVID-1, folks. And so you would think the people charged with the World Health Organization facts and figures would be on top of that.	false
https://www.politifact.com/factchecks/2020/apr/15/youtube-videos/no-you-dont-have-pay-back-your-stimulus-check/	YouTube videos-The $1,200 coronavirus relief checks this year are “just an advance on your next tax return. … Next year, you're automatically going to owe $1,200 come tax season.”	false
https://www.politifact.com/factchecks/2020/apr/15/facebook-posts/covid-order-doesnt-ban-gardening-or-sale-seeds-and/	Says Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.	false
https://www.politifact.com/factchecks/2020/apr/15/viral-image/senate-voted-unanimously-favor-stimulus-bill/	Viral image-Says 44 senators “voted NOT to send stimulus checks.”	false
https://www.politifact.com/factchecks/2020/apr/15/viral-image/no-isnt-photo-italian-nurses-kissing-hospital/	Viral image-A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.	false
https://www.politifact.com/factchecks/2020/apr/15/viral-image/no-evidence-bill-murray-said-social-media-linked-d/	Viral image-Says Bill Murray said “Social media is training us to compare our lives ... No wonder why everyone is depressed.”	false
https://www.politifact.com/factchecks/2020/apr/15/viral-image/these-headlines-dont-prove-fake-news-about-covid-1/	Viral image-“Corona is so bad, this guy died twice!”	false
https://www.politifact.com/factchecks/2020/apr/15/bobby-scott/did-us-april-rank-last-capita-covid-19-testing/	Bobby Scott-”If you line up all the countries that have done (Covid-19) testing on a per-capita basis, we’re at the bottom of the list.”	false
https://www.politifact.com/factchecks/2020/apr/14/viral-image/isnt-video-gay-party-italy-just-pandemic/	Viral image-Says a video shows a “gay party in Italy few weeks before COVID-19.”	false
https://www.politifact.com/factchecks/2020/apr/14/facebook-posts/too-soon-compare-number-covid-deaths-past-outbreak/	Says the Asian, Hong Kong, swine and bird flus each “killed more people than coronavirus.”	false
https://www.politifact.com/factchecks/2020/apr/14/facebook-posts/michiganders-arent-banned-buying-american-flags/	“Michigan Governor Gretchen Whitmer bans buying US flags during lockdown.”	false
https://www.politifact.com/factchecks/2020/apr/14/candace-owens/covid-19-skeptics-say-theres-overcount-doctors-fie/	Candace Owens-“Everyone is only dying of coronavirus now.”	false
https://www.politifact.com/factchecks/2020/apr/13/blog-posting/no-bill-gates-didnt-say-no-church-services-until-e/	Bloggers-“Church services can’t resume until we’re all vaccinated, says Bill Gates.”	false
https://www.politifact.com/factchecks/2020/apr/13/donald-trump/trumps-false-claim-its-him-not-governors-open-stat/	"Donald Trump-It is the decision of the President,"" not governors, to ""open up the states."	false
https://www.politifact.com/factchecks/2020/apr/13/facebook-posts/ceos-didnt-resign-trade-stock-covid-tip/	Says CEOs got advance notice of COVID, then resigned to dump stock.	false
https://www.politifact.com/factchecks/2020/apr/13/facebook-posts/no-video-doesnt-show-italys-covid-19-victims-body-/	Says video of body bags being dumped in a ditch shows the “situation in Italy” due to the coronavirus.	false
https://www.politifact.com/factchecks/2020/apr/13/facebook-posts/no-seven-children-senegal-didnt-die-after-covid-19/	“Mass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.”	false
https://www.politifact.com/factchecks/2020/apr/13/tweets/2016-video-trump-urging-sick-people-vote-resurface/	Tweets-Suggests Trump urged sick people to get out and vote during COVID-19 pandemic	false
https://www.politifact.com/factchecks/2020/apr/13/facebook-posts/old-photo-houston-not-south-carolina-during-pandem/	Says a photo shows South Carolina after stay-at-home orders were announced.	false
https://www.politifact.com/factchecks/2020/apr/09/donald-trump/donald-trumps-dubious-claim-thousands-are-conspiri/	Donald Trump-With voting by mail, “you get thousands and thousands of people sitting in somebody's living room, signing ballots all over the place.”	false
https://www.politifact.com/factchecks/2020/apr/09/facebook-posts/pandemics-covid-havent-hit-exactly-every-100-years/	Says a pandemic occurs exactly every 100 years.	false
https://www.politifact.com/factchecks/2020/apr/09/tweets/fact-checking-rudy-giulianis-ties-hydroxychloroqui/	"Tweets-Says Rudy Giuliani ""bought $2M in shares of Novartis, a primary supplier of hydroxychloroquine"" in early February."	false
https://www.politifact.com/factchecks/2020/apr/09/viral-image/widespread-warning-about-thieves-knocking-out-thei/	Viral image-People are handing out masks “doused with chemicals which knocks you out cold” so they can rob you.	false
https://www.politifact.com/factchecks/2020/apr/09/facebook-posts/photos-show-money-streets-venezuela-2019-not-italy/	“In Italy, they have thrown their money on the streets. A clear message to the whole world that money is not enough when health is in danger.”	false
https://www.politifact.com/factchecks/2020/apr/09/facebook-posts/no-evidence-these-home-remedies-will-cure-cancer-h/	Says cutting out sugar and drinking hot lemon water will cure cancer.	false
https://www.politifact.com/factchecks/2020/apr/08/facebook-posts/viral-poem-about-staying-home-was-written-2020-not/	Says this poem about people staying home was written by Kathleen O’Mara in 1869.	false
https://www.politifact.com/factchecks/2020/apr/08/viral-image/no-evidence-59-people-died-drinking-disinfectant-p/	Viral image-“59 people die as pastor gives them dettol to drink in church to prevent coronavirus.”	false
https://www.politifact.com/factchecks/2020/apr/07/viral-image/no-video-doesnt-show-people-china-destroying-5g-po/	Viral image-Says video shows “the Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.”	false
https://www.politifact.com/factchecks/2020/apr/07/facebook-posts/some-goodwill-employees-have-been-laid-and-furloug/	Says Goodwill used the pandemic “to fire all of their employees instead of laying them off.”	false
https://www.politifact.com/factchecks/2020/apr/07/ben-wikler/-deleted-tweet-claimed-email-ballots-remain-option/	Ben Wikler-Says a ballot can be emailed to Wisconsin voters even a day before the election.	false
https://www.politifact.com/factchecks/2020/apr/07/blog-posting/theres-still-no-evidence-hollywood-striking-becaus/	"Bloggers-Says celebrities are calling for a ""'total Hollywood strike' until Trump resigns."	false
https://www.politifact.com/factchecks/2020/apr/06/viral-image/dont-fall-fake-news-report-about-coronavirus-infec/	Viral image-“Rivers in Oklahoma are full of catfish carrying the virus.”	false
https://www.politifact.com/factchecks/2020/apr/06/facebook-posts/no-evidence-nostradamus-predicted-novel-coronaviru/	Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.	false
https://www.politifact.com/factchecks/2020/apr/03/blog-posting/it-has-not-been-confirmed-joe-exotic-has-covid-19/	Bloggers-“Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”	false
https://www.politifact.com/factchecks/2020/apr/03/facebook-posts/hospital-beds-being-kept-empty-prepare-covid-influ/	Pictures and reports of “empty hospitals” prove COVID-19 spread is “fake crisis for real government planned agendas.”	false
https://www.politifact.com/factchecks/2020/apr/03/facebook-posts/nancy-pelosis-daughter-isnt-kennedy-center-board/	Says Nancy Pelosi’s “daughter is on the board of the Kennedy Center so that’s why it was so important to send them all that money.”	false
https://www.politifact.com/factchecks/2020/apr/03/facebook-posts/no-coronavirus-did-not-cause-death-rate-drop-chica/	“In Chicago, Covid-19 actually LOWERED the death rate.”	false
https://www.politifact.com/factchecks/2020/apr/03/facebook-posts/dont-let-facebook-post-scare-you-hand-sanitizer-fl/	“This lady here applied sanitizer to her hands/forearms & went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.”	false
https://www.politifact.com/factchecks/2020/apr/03/jesse-watters/are-covid-19-travel-restrictions-more-critical-sav/	Jesse Watters-“We were slow with the testing, but very quick with the travel ban. And that's been much more critical in saving lives.”	false
https://www.politifact.com/factchecks/2020/apr/02/facebook-posts/chloroquine-not-banned-michigan-new-york-and-nevad/	Says the governors of Michigan, New York and Nevada “have issued orders banning the prescription of hydroxychloroquine to patients with COVID-19.”	false
https://www.politifact.com/factchecks/2020/apr/02/blog-posting/no-reports-queen-elizabeth-tested-positive-covid-1/	Bloggers-“Queen Elizabeth tests positive for COVID-19.”	false
https://www.politifact.com/factchecks/2020/apr/02/facebook-posts/fact-checking-claims-say-covid-19-airborne/	Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks “everywhere.”	false
https://www.politifact.com/factchecks/2020/apr/02/jerome-adams/hospitals-refute-surgeon-generals-claim-about-nurs/	Jerome Adams-“They’re furloughing nurses in hospitals in western New York state.”	false
https://www.politifact.com/factchecks/2020/apr/01/kim-gray/does-richmond-pay-top-school-officials-more-fairfa/	Kim Gray-“Even Fairfax County doesn’t pay the kind of (school administration) salaries that Richmond is paying right now.”	false
https://www.politifact.com/factchecks/2020/mar/30/facebook-posts/no-states-illinois-and-california-arent-banning-al/	Says certain states are banning the sale of alcohol.	false
https://www.politifact.com/factchecks/2020/mar/30/facebook-posts/another-false-claim-robbers-posing-covid-19-tester/	Says imposters in hazmat suits are going door to door in Stockton, Calif., saying they are checking residents for fever or COVID-19, but they “will enter your home and physically attempt robbery.”	false
https://www.politifact.com/factchecks/2020/mar/27/facebook-posts/still-no-proof-sunlight-kills-new-coronavirus/	Says to leave objects in the sun to avoid contracting the coronavirus.	false
https://www.politifact.com/factchecks/2020/mar/26/facebook-posts/theres-no-evidence-covid-19-can-survive-surfaces-1/	Says the CDC now says that the coronavirus can survive on surfaces for up to 17 days.	false
https://www.politifact.com/factchecks/2020/mar/26/john-cornyn/checking-cornyn-chinese-culture-and-coronavirus/	John Cornyn-“China is to blame because the culture where people eat bats and snakes and dogs and things like that, these viruses are transmitted from the animal to the people and that's why China has been the source of a lot of these viruses like SARS, like MERS, the Swine Flu and now the coronavirus.”	false
https://www.politifact.com/factchecks/2020/mar/26/facebook-posts/trump-hotels-would-be-barred-getting-coronavirus-m/	“Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!”	false
https://www.politifact.com/factchecks/2020/mar/25/donald-trump/trumps-boast-about-us-south-korea-coronavirus-test/	Donald Trump-We've done more tests in eight days than South Korea has done in eight weeks.	false
https://www.politifact.com/factchecks/2020/mar/25/chain-message/audio-shared-facebook-messenger-spreads-false-info/	Chain message-An audio message lists five ways people can prevent the novel coronavirus.	false
https://www.politifact.com/factchecks/2020/mar/25/viral-image/no-military-doesnt-have-covid-19-quarantine-team-h/	Viral image-Says a military Humvee labeled “COVID-19 quarantine team” was on Interstate 696 in Michigan.	false
https://www.politifact.com/factchecks/2020/mar/25/facebook-posts/beware-rumors-robbers-posing-covid-testers/	If you are in Las Vegas and you get a knock on your door from NV Power, 2020 Census or CVD-19 testers, do not open your door. They are robbing people at gunpoint.	false
https://www.politifact.com/factchecks/2020/mar/25/donald-trump/donald-trump-misses-key-facts-claim-new-york-gover/	Donald Trump-Says N.Y. Gov. Andrew Cuomo “rejected buying recommended 16,000 ventilators in 2015 for the pandemic, for a pandemic, established death panels and lotteries instead. So, he had a chance to buy, in 2015, 16,000 ventilators at a very low price, and he turned it down.”	false
https://www.politifact.com/factchecks/2020/mar/24/blog-posting/drinking-chloroquine-fish-tank-cleaner-wont-stop-c/	Bloggers-“Fish tank additive may treat coronavirus.”	false
https://www.politifact.com/factchecks/2020/mar/24/chain-message/facebook-messenger-video-falsely-claims-hot-lemon-/	"Chain message-Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of"" the novel coronavirus."	false
https://www.politifact.com/factchecks/2020/mar/24/instagram-posts/putin-didnt-threaten-jail-time-coronavirus-lockdow/	“Putin has stated: Russian citizens (have) 2 options: Stay home for 15 days or in jail for 5 years.”	false
https://www.politifact.com/factchecks/2020/mar/24/chain-message/neighbors-app-spreads-false-rumors-about-mi/	"Chain message-Says ""special military helicopters will spray pesticide against the Corona virus in the skies all over the country."	false
https://www.politifact.com/factchecks/2020/mar/23/facebook-posts/100-covid-19-cure-no-chloroquine-effectiveness-onl/	Huge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The Coronavirus.	false
https://www.politifact.com/factchecks/2020/mar/23/facebook-posts/theres-no-evidence-trump-cut-personal-checks-victi/	“So Trump comes to Nashville to oversee damage from the tornado. He flies into the area in a helicopter to get there without further traffic problems in the city. He writes PERSONAL checks to those in need, with his personal accountant in tow.”	false
https://www.politifact.com/factchecks/2020/mar/23/blog-posting/no-such-thing-free-lowes-coupon-answering-some-que/	Bloggers-Says you can get a free $100 Lowe’s coupon by answering a few questions	false
https://www.politifact.com/factchecks/2020/mar/23/facebook-posts/no-your-census-response-wont-affect-whether-you-ge/	“Go to 2020census.gov and fill out this census form so you can get your stimulus check.”	false
https://www.politifact.com/factchecks/2020/mar/20/chain-message/chain-message-wrong-about-national-guard-military-/	Chain message-The federal government is “preparing to mobilize the national guard,” “dispatch them across the US with military” and “announce a nationwide 1 week quarantine for all citizens.”	false
https://www.politifact.com/factchecks/2020/mar/20/facebook-posts/servicemen-died-2010-not-week-and-they-were-rememb/	A list of 11 names are “Marines that gave their lives this week for everyone in this country. There is no media for them, not even a mention of their names.”	false
https://www.politifact.com/factchecks/2020/mar/20/greg-murphy/no-sunlight-has-not-been-proven-kill-coronavirus/	Greg Murphy-“Sunlight actually can kill the (novel coronavirus.)”	false
https://www.politifact.com/factchecks/2020/mar/19/facebook-posts/no-truth-report-about-robbers-posing-coronavirus-t/	“People are going door to door in Colorado Springs stating they are COVID testing so they can rob people!!!!”	false
https://www.politifact.com/factchecks/2020/mar/19/facebook-posts/conspiracy-theory-falsely-connects-george-soros-co/	George Soros owns the WuXi PHARMA LAB located in Wuhan, China where COVID-19 was developed and conveniently Broke Out.	false
https://www.politifact.com/factchecks/2020/mar/18/national-rifle-association/no-joe-biden-doesnt-want-ban-9-millimeter-pistols/	National Rifle Association-Says “Joe Biden wants to ban 9mm pistols.”	false
https://www.politifact.com/factchecks/2020/mar/18/facebook-posts/no-americans-arent-getting-700-weekly-checks-start/	“All US citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting from March 17.”	false
https://www.politifact.com/factchecks/2020/mar/18/ron-paul/ron-paul-wrong-say-no-basis-coronavirus-death-rate/	Ron Paul-Says Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is “a claim without any scientific basis.	false
https://www.politifact.com/factchecks/2020/mar/18/joe-biden/despite-rates-0-fed-still-has-tools-available-stab/	Joe Biden-Because the Federal Reserve recently cut interest rates to near 0%, “the Fed will be of little consequence now. They’ve already used what leverage they have.”	false
https://www.politifact.com/factchecks/2020/mar/18/facebook-posts/no-msnbc-didnt-say-it-hopes-coronavirus-kills-enou/	“MSNBC actually said on air ‘I hope enough people die from coronavirus that it harms Trump’s re-election.’”	false
https://www.politifact.com/factchecks/2020/mar/17/donald-trump/donald-trump-falsely-says-who-coronavirus-test-was/	Donald Trump-The WHO coronavirus test “was a bad test.”	false
https://www.politifact.com/factchecks/2020/mar/17/facebook-posts/social-posts-are-misinterpreting-federal-disaster-/	President Donald Trump “will evoke (sic) what is called the Stafford act” and “order a two week mandatory quarantine for the nation.”	false
https://www.politifact.com/factchecks/2020/mar/17/chain-message/fact-checking-chain-message-about-national-quarant/	Chain message-Donald Trump is “announcing tomorrow that the US is going into quarantine for the next 14 days.”	false
https://www.politifact.com/factchecks/2020/mar/16/mike-parson/did-mike-parson-create-40000-jobs-he-took-office/	Mike Parson-“Right now we have over 40,000 new jobs in a little over 18 months” in Missouri.	false
https://www.politifact.com/factchecks/2020/mar/16/facebook-posts/no-evidence-americans-were-infected-covid-19-fall/	Says COVID-19 came to the United States in 2019.	false
https://www.politifact.com/factchecks/2020/mar/16/blog-posting/clarifying-whats-accurate-and-not-claims-about-qua/	Bloggers-“The CDC can detain anyone with a fever — indefinitely. … Vaccination (is) a way people could get out of detention.”	false
https://www.politifact.com/factchecks/2020/mar/16/facebook-posts/simpsons-did-not-predict-tom-hanks-illness-coronav/	“‘The Simpsons' predicted Tom Hanks getting coronavirus in 2007.”	false
https://www.politifact.com/factchecks/2020/mar/16/blog-posting/no-pelosi-wasnt-caught-trying-add-abortion-funding/	Bloggers-Says Nancy Pelosi was “caught trying to include abortion funding in bill to combat coronavirus.”	false
https://www.politifact.com/factchecks/2020/mar/16/viral-image/gargling-salt-water-can-ease-sore-throat-it-wont-k/	Viral image-Drinking “water a lot and gargling with warm water & salt or vinegar eliminates” the coronavirus.	false
https://www.politifact.com/factchecks/2020/mar/15/joe-biden/ad-watch-biden-video-twists-trumps-words-coronavir/	Joe Biden-Video shows President Donald Trump saying COVID-19 is Democrats’ “new hoax.”	false
https://www.politifact.com/factchecks/2020/mar/13/viral-image/dont-hold-your-breath-isnt-credible-way-test-coron/	Viral image-Says you can monitor yourself for COVID-19 with a breath test.	false
https://www.politifact.com/factchecks/2020/mar/13/facebook-posts/leaked-documents-dont-prove-us-hospitals-preparing/	“U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.”	false
https://www.politifact.com/factchecks/2020/mar/13/ainsley-earhardt/fox-friends-host-says-now-safest-time-fly-its-not/	Ainsley Earhardt-“It’s actually the safest time to fly.”	false
https://www.politifact.com/factchecks/2020/mar/13/viral-image/no-blood-donors-dont-automatically-get-coronavirus/	Viral image-Says if you donate blood, “they HAVE to test you” for coronavirus.	false
https://www.politifact.com/factchecks/2020/mar/13/viral-image/japanese-film-akira-did-not-predict-coronavirus-ou/	Viral image-Akira’ is a 1988 movie about an apocalyptic event taking place months before Tokyo 2020 Olympics, showing the (World Health Organization) advising Japan to postpone the Olympics because of a pandemic risk	false
https://www.politifact.com/factchecks/2020/mar/13/facebook-posts/post-comparing-joe-legal-and-jose-illegal-rife-ina/	A post comparing two construction workers — “Joe legal” and “Jose illegal” — says “Jose” pays no taxes yet gets free medical care, food stamps, welfare, and 'head of the class' priority for his children in applying for college.	false
https://www.politifact.com/factchecks/2020/mar/12/joy-behar/view-co-host-wrongly-says-trump-shut-down-37-globa/	Joy Behar-“(Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus, exactly. Do you know that Trump closed 37 of them?”	false
https://www.politifact.com/factchecks/2020/mar/12/viral-image/no-tom-hanks-doesnt-have-wilson-volleyball-his-cor/	Viral image-Says Tom Hanks has a volleyball to keep him company while he’s quarantined.	false
https://www.politifact.com/factchecks/2020/mar/12/donald-trump/trump-wrongly-said-health-insurance-companies-will/	Donald Trump-The health insurance industry has “agreed to waive all co-payments for coronavirus treatments.”	false
https://www.politifact.com/factchecks/2020/mar/12/blog-posting/no-video-doesnt-show-man-dropping-dead-covid-19-ne/	Bloggers-“NYC man drops dead in middle of street — suspected coronavirus!”	false
https://www.politifact.com/factchecks/2020/mar/11/facebook-posts/drinking-water-does-not-prevent-coronavirus-infect/	"If the coronavirus gets in your mouth, ""drinking water or other liquids will WASH them down through your esophagus and into the stomach. Once there in tummy ... your stomach ACID will kill all the virus."	false
https://www.politifact.com/factchecks/2020/mar/11/chris-larson/no-coronavirus-has-not-yet-officially-reached-milw/	Chris Larson-“The coronavirus has officially reached Milwaukee County.”	false
https://www.politifact.com/factchecks/2020/mar/11/facebook-posts/sun-exposure-does-not-kill-coronavirus/	"Being exposed to the sun for two hours"" kills the 2019 coronavirus."	false
https://www.politifact.com/factchecks/2020/mar/11/facebook-posts/no-connection-between-us-national-elections-and-in/	“Every election year has a disease” ... SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.	false
https://www.politifact.com/factchecks/2020/mar/10/youtube-videos/coronavirus-was-not-us-invention/	YouTube videos-“The coronavirus was invented and patented in the USA and then planted in China.”	false
https://www.politifact.com/factchecks/2020/mar/10/facebook-posts/melanin-doesnt-protect-against-coronavirus/	“People Of Color May Be Immune To The Coronavirus Because Of Melanin.”	false
https://www.politifact.com/factchecks/2020/mar/09/facebook-posts/2019-coronavirus-isnt-common-cold/	The coronavirus is “simply the common cold.”	false
https://www.politifact.com/factchecks/2020/mar/09/alexandria-ocasio-cortez/bernie-sanders-has-taken-corporate-lobbyist-money-/	Alexandria Ocasio-Cortez-Bernie Sanders has “never taken corporate lobbyist money in his *entire political career.*	false
https://www.politifact.com/factchecks/2020/mar/09/facebook-posts/no-evidence-coronavirus-was-faked-cover-5g-syndrom/	“Coronavirus Hoax: Fake Virus Pandemic Fabricated to Cover-Up Global Outbreak of 5G Syndrome.”	false
https://www.politifact.com/factchecks/2020/mar/06/viral-image/viral-photo-3-million-vermont-estate-not-owned-ber/	Viral image-Says an image of a Vermont mansion is one of Bernie Sanders homes.	false
https://www.politifact.com/factchecks/2020/mar/06/viral-image/no-donald-trump-didnt-tweet-israel-has-coronavirus/	Viral image-Says Donald Trump tweeted, “Corona vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions: Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Can’t make vaccines when being bombed, not have been possible without peace I created in Israel!”	false
https://www.politifact.com/factchecks/2020/mar/06/donald-trump/donald-trump-wrong-saying-barack-obama-did-nothing/	"Donald Trump-The Obama administration ""didn't do anything about” swine flu."	false
https://www.politifact.com/factchecks/2020/mar/06/donald-trump/trump-wrongly-blames-obama-limits-coronavirus-test/	Donald Trump-“The Obama administration made a decision on testing that turned out to be very detrimental to what we’re doing” on the coronavirus.	false
https://www.politifact.com/factchecks/2020/mar/06/viral-image/sanders-had-41075-votes-nevada-and-24-national-ple/	Viral image-Says Bernie Sanders “only had 3,444 votes” in Nevada.	false
https://www.politifact.com/factchecks/2020/mar/06/facebook-posts/false-claim-embellishes-us-travel-restrictions-due/	Starting in March if you travel outside of the United States you won’t be allowed back in the country “due to high risk of the coronavirus.”	false
https://www.politifact.com/factchecks/2020/mar/06/facebook-posts/not-enough-data-judge-impact-sanders-tax-plans-stu/	“I pay $165 a month on my student loans for the next 13 years to pay them off. With Bernie Sanders’ plan, my student loans will be forgiven. I’ll only have to pay $450 extra in taxes a month for the next 25 years to make sure I’ll have no more student debt.”	false
https://www.politifact.com/factchecks/2020/mar/05/facebook-posts/asteroid-approach-earth-will-miss-39-million-miles/	“Asteroid warning: NASA tracks a 4KM killer rock on approach - Could end human civilisation.”	false
https://www.politifact.com/factchecks/2020/mar/05/william-barber/rev-barber-slams-dscc-overlooking-black-candidates/	"William Barber-Says “every time"" the DSCC endorsed someone in North Carolina's U.S. Senate primary, ""and the person they didn’t support was black, the candidate they picked ended up losing."	false
https://www.politifact.com/factchecks/2020/mar/05/facebook-posts/no-statewide-school-and-business-closures-florida-/	“The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th.”	false
https://www.politifact.com/factchecks/2020/mar/05/blog-posting/blog-falsely-claims-pope-francis-tested-positive-s/	Bloggers-Says the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.	false
https://www.politifact.com/factchecks/2020/mar/04/scott-walker/no-bernie-sanders-not-communist/	Scott Walker-Bernie (Sanders) is a communist.	false
https://www.politifact.com/factchecks/2020/mar/04/facebook-posts/coronavirus-not-linked-upstate-new-york-chinese-re/	“Man visited Albany, N.Y. days before dying from coronavirus.”	false
https://www.politifact.com/factchecks/2020/mar/04/facebook-posts/president-obama-declared-h1n1-public-health-emerge/	Says President Barack Obama “waited six months to call swine flu an emergency after thousands died.”	false
https://www.politifact.com/factchecks/2020/mar/03/viral-image/no-brownsville-texas-hospital-isnt-treating-two-co/	Viral image-Says two patients at Valley Regional Medical Center in Brownsville, Texas, “are being looked at” for possible coronavirus infections.	false
https://www.politifact.com/factchecks/2020/mar/03/instagram-posts/nine-people-have-died-coronavirus-united-states/	Says no one has died from the coronavirus in the United States.	false
https://www.politifact.com/factchecks/2020/mar/03/viral-image/shands-hospital-gainesville-florida-hasnt-confirme/	Viral image-“Shands Hospital of Gainesville Florida has confirmed its first case of coronavirus.”	false
https://www.politifact.com/factchecks/2020/mar/03/facebook-posts/there-are-no-confirmed-coronavirus-cases-mississip/	“The coronavirus has made it to Mississippi and the lady that caught it wasn’t around nobody with it which means it is airborne. That means if the wind blows it your direction you’ll have it also.”	false
https://www.politifact.com/factchecks/2020/mar/03/viral-image/photo-florida-intern-hazmat-suit-due-coronavirus-p/	Viral image-Says a photo shows a man wearing a “government issue Saint Laurent hazardous materials suit.”	false
