CHANNEL_ID,CHANNEL_TITLE,CHANNEL_VIEWS,COUNTRY,RELEVANCE,SUBS,CHANNEL_LIFETIME_DAILY_VIEWS,CHANNEL_LIFETIME_DAILY_VIEWS_RELEVANT,CHANNEL_VIDEO_VIEWS,RELEVANT_IMPRESSIONS_DAILY,RELEVANT_IMPRESSIONS_IN_DAILY,VIDEO_VIEWS_DAILY,RELEVANT_VIDEO_VIEWS_DAILY,AVG_MINUTES,FROM_DATE,TO_DATE,LR,TAGS,IDEOLOGY,MEDIA,LOGO_URL
UCvsVccHxhH4POxNNEz5AxYA,Vanilla Sky Dreaming,1622524,US,1,16900,773.129894,773.129894,2112964,235.468572688,141.961688931,779.156756757,779.156756757,13.312500,2014-11-11T00:00:00.0000000Z,2022-05-06T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/ytc/AKedOLSkuUjMMLQgucSmtXRySrfiOJy--yynHqkvZ7qc=s88-c-k-c0x00ffffff-no-rj
UCzeVAiRb7Fld_ztsebxS55g,Calen Tanner Lightheart,10045488,US,0.8,27100,2204.828835,2204.828835,10047405,32.95369408,1.714617563,138.428108108,110.742486486,8.734591,2008-11-06T00:00:00.0000000Z,2021-04-29T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AAUvwnhmkXv67PVAiaQckPKyy9jia2ekBLJ_CfcEOI2J=s88-c-k-c0x00ffffff-no-rj
UCJAJbCfiuLvyLUaCeY23WyQ,Yaban Israel,2802072,,0.95,15500,2544.004537,2544.004537,2803493,9.182887936,21.153820637,148.343783784,140.926594595,50.854839,2012-10-23T00:00:00.0000000Z,2015-10-30T00:00:00.0000000Z,C,"[
  ""Black"",
  ""ReligiousConservative""
]",Black,YouTube,https://yt3.ggpht.com/ytc/AKedOLS7_zbR9RwcZH8LtZet5i2uSKxh0Xjud5lZaAKr=s88-c-k-c0x00ffffff-no-rj
UCmsFftOL2yNub8Z3CB0QKgA,Thoughts on Thinking,4812787,IE,0.9,90000,6337.804404,6337.804404,4892785,8578.711082835,2716.862350081,5286.00972973,4757.408756757,11.037594,2020-03-30T00:00:00.0000000Z,2022-05-11T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AKedOLQ5SlzxXGip3razmHLKOwxIHdMKRRuiYeAtci8XEw=s88-c-k-c0x00ffffff-no-rj
UCCkglTOsl-yFGeOBgSSkCbw,Matt Couch,693030,US,1,13300,417.555217,417.555217,684373,167.440410023,33.496391311,187.860540541,187.860540541,42.623404,2017-08-07T00:00:00.0000000Z,2022-02-01T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/ytc/AKedOLTNZz-L5RWoyQOh1z-B8C92AFRF64HdXN_3mBomDQ=s88-c-k-c0x00ffffff-no-rj
UCREPamP892LJnJfJNWYKfPQ,Amnesty International,15994317,GB,0.95,102000,3041.603799,3041.603799,16014044,2328.678299779,1316.799320963,3604.265945946,3424.052648649,3.600917,2007-11-08T15:02:22.0000000Z,2022-04-08T00:00:00.0000000Z,L,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLR18rNgeckJCdTTGcLp3mZNg7HHhAbRj-7Rd3HkUw=s88-c-k-c0x00ffffff-no-rj
UCbGWl1HYA3yieQJXD5am7vw,MrVeesworld,8605068,,0.9,14700,6047.917077,6047.917077,8606186,5.361276639,8.989165939,668.844324324,601.959891892,4.042636,2011-01-30T00:00:00.0000000Z,2014-12-23T00:00:00.0000000Z,R,"[
  ""MRA""
]",MRA,YouTube,https://yt3.ggpht.com/ytc/AKedOLTpb9u8v_xrJnbXXeRQeeDmoUJzBJOJD08HNZgW=s88-c-k-c0x00ffffff-no-rj
UCesrUK_dMDBZAf7cnjQPdgQ,Brittany Sellner,10902269,AT,1,175000,7438.964248,7438.964248,14148910,23190.189208765,4393.910330015,6808.660540541,6808.660540541,13.050279,2017-02-07T00:00:00.0000000Z,2022-04-24T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight"",
  ""ReligiousConservative"",
  ""WhiteIdentitarian""
]",White Identitarian,YouTube,https://yt3.ggpht.com/ytc/AKedOLRdDkDhCUJ_yXSIus8-6k7bb9ZWQj0__U0Xb24Rrg=s88-c-k-c0x00ffffff-no-rj
UCt0P4bTgLKQSJyvrzDc6V4g,Roger Scruton Official,324140,GB,0.95,13800,585.745487,585.745487,324503,46.216590999,591.216347119,154.821621622,147.080540541,45.611111,2018-11-05T00:00:00.0000000Z,2020-05-12T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLTlKL-LMdIe-5JKmuy8LTFJgUh28t2p5WLIHuCy=s88-c-k-c0x00ffffff-no-rj
UCtfc1jADi2rXD_E3aqbG4LQ,Afinskiy,1330488,RU,0.9,15000,5803.802575,5803.802575,1352286,6.627431277,6.34890817,1285.605405405,1157.044864865,35.329545,2019-10-27T00:00:00.0000000Z,2020-06-16T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLSv-Aypxi15_z3lyrVtoraP7CJGehKkkXo9KKQN=s88-c-k-c0x00ffffff-no-rj
UCPlOd91rSPzfJUu-_oRvR_g,Real Israelites,548765,,0.95,11100,194.521453,194.521453,562167,42.609804392,8.270242425,48.491891892,46.067297297,26.089820,2014-06-13T00:00:00.0000000Z,2022-05-12T00:00:00.0000000Z,C,"[
  ""Black"",
  ""ReligiousConservative""
]",Black,YouTube,https://yt3.ggpht.com/ytc/AKedOLSIL2Kvo3T7CBEQYiFSuq6twRYhyEdmhWF4FirDJA=s88-c-k-c0x00ffffff-no-rj
UCDiSmC9H1lsTdz21G45OYAA,Marc Hustle,7023531,,1,33900,7319.908992,7319.908992,13432033,1.327285568,0.0003161081081,150.564324324,150.564324324,5.114630,2014-06-11T00:00:00.0000000Z,2019-06-20T00:00:00.0000000Z,L,"[
  ""PartisanLeft""
]",Partisan Left,YouTube,https://yt3.ggpht.com/ytc/AKedOLRLa30oaneCcFzbpywv7DFE-VVYnhpb1kgym_mmWw=s88-c-k-c0x00ffffff-no-rj
UCdmcaCkJe2D70gvOqLv7tmg,Building Se7en ®,2008773,,0.9,16000,499.274475,499.274475,2259217,272.817160183,274.914742517,345.891891892,311.302702703,15.583333,2009-12-03T00:00:00.0000000Z,2022-04-24T00:00:00.0000000Z,C,"[
  ""Black"",
  ""SocialJustice""
]",Black,YouTube,https://yt3.ggpht.com/c9smQqFxHOMI9MstFNpFUWy0WakBlHXHlYOqgyNAm0ZByud7xlktjTFOmJNsYou0xBXLRegG=s88-c-k-c0x00ffffff-no-rj
UCbHRDtYcy75lsoRdZ2h_24A,WJBF,11428675,,0.85,17000,2387.627966,2387.627966,11372272,1739.552589167,871.10535598,4761.168648649,4046.993351351,2.402176,2009-04-29T00:00:00.0000000Z,2022-05-14T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLQVyzGIE2SpgunbqgZb3tT4LnszXVkGugisO0lq=s88-c-k-c0x00ffffff-no-rj
UCRWRClsBI3p9gnYO8UBst2g,Laura Towler,3714531,GB,1,56000,4440.836639,4440.836639,3805797,13182.492987903,2542.597973606,2503.780540541,2503.780540541,21.311828,2018-10-22T00:00:00.0000000Z,2021-02-25T23:14:52.8490280Z,R,"[
  ""AntiSJW"",
  ""PartisanRight"",
  ""WhiteIdentitarian""
]",White Identitarian,YouTube,https://yt3.ggpht.com/ytc/AKedOLRNIElRIaux_eMN5gCDJbDmUlmsyyJDRtEUD3TGdg=s88-c-k-c0x00ffffff-no-rj
UCu40UrQqMbKSSEO6aPFkzDQ,The Kate Awakening,591004,US,1,26900,807.233732,807.233732,607847,831.676921514,61.273613743,487.700540541,487.700540541,60.542857,2019-03-15T00:00:00.0000000Z,2021-04-06T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/ytc/AAUvwniTLgF5q0o8TV3Q2JQVeb7fYgPvcFoBS9CAT_qm=s88-c-k-c0x00ffffff-no-rj
UCurctSeouvoryzOlBcjxGbQ,Scott Mallon,4570703,US,0.85,14400,1356.362195,1356.362195,4621126,1248.415231875,1080.668162799,551.235675676,468.550324324,61.698708,2013-01-14T00:00:00.0000000Z,2022-05-14T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/821L1cZ50adyyqJhuLasPxW6MYwEsPouOfXGze2lPUq1oPYzQtB7qvAawyFYHyoQt9KHgqsYeg=s88-c-k-c0x00ffffff-no-rj
UCD_qXHt8CY6LTSKS47Db0Ng,FOCLOnline,6772135,US,0.85,52000,1975.697797,1975.697797,6727251,765.134186605,2063.040672003,2477.911351351,2106.224648649,16.610381,2013-01-08T00:00:00.0000000Z,2022-05-06T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLQ6sTFQ70inq5_yPYLGlDvLRVdV14cjsW4-FRZwqg=s88-c-k-c0x00ffffff-no-rj
UCt4byS0vUsmAB_hX4NHNUkA,TheArchangel911,72601519,US,1,137000,25295.390944,25295.390944,79326346,33791.854357303,25212.088307872,43414.261621622,43414.261621622,7.123529,2013-08-30T00:00:00.0000000Z,2022-04-01T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""ReligiousConservative""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLRC9UsCMD0tQKBx7iIvRFs2ZNA9uEdzNYXJ3DP7tw=s88-c-k-c0x00ffffff-no-rj
UCBgQzXEjfeAlb8GtvuIsLQA,Wizard Of Cause,1124453,,1,16000,389.790380,389.790380,1312814,350.578506097,180.768186095,92.608648649,92.608648649,65.166000,2013-02-21T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AKedOLQ6UHG_tnp51KKUJ1XRzJrkN2o6l1Ek5uZePswjndQ=s88-c-k-c0x00ffffff-no-rj
UCPYvSFiMJnvX7Cgxo4VyTqg,YG NYGHTSTORM,2380482,US,1,48200,698.148181,698.148181,2379289,1029.10088035,82.792805557,452.107027027,452.107027027,14.048319,2013-01-10T00:00:00.0000000Z,2022-05-11T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/knv5WV4VJ6VPKsyf5GFAj1KB6GRRx9a-va8Sp8bu1SUWHO4BAHsVswDDWpTO1PjFx8Yi6bzaO1I=s88-c-k-c0x00ffffff-no-rj
UCK70NBiy-dXseWDTfWDIVlQ,Connors Conquest,20312396,US,1,67600,5681.477178,5681.477178,20538540,4911.335572761,603.533588445,2083.861621622,2083.861621622,10.004213,2012-06-13T00:00:00.0000000Z,2022-05-07T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/GwtjFQFVlCJS42cH3oHc2nOLXRA958t5_4mzcR0xA-R950ASfaw9CHogWVvtcGjBQrJjsWFN9A=s88-c-k-c0x00ffffff-no-rj
UClYmLw7hrzy_EpM0I3ibcTw,chrychek,7560097,,0.95,18800,3448.455292,3448.455292,7559014,5.178770453,1.392902663,20.636756757,19.604918919,11.849462,2008-02-10T00:00:00.0000000Z,2014-02-10T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLTgAk7O-gTcNnm9PRjewcvIPZ7Cgtxj_KLjUA=s88-c-k-c0x00ffffff-no-rj
UCsDRRuhpz3oCi5PABiiY5kA,My Genderation,2439406,GB,0.9,20100,821.150845,821.150845,2672846,172.59801516,242.126007442,1069.552432432,962.597189189,5.496644,2013-03-04T00:00:00.0000000Z,2022-01-31T00:00:00.0000000Z,L,"[
  ""LGBT"",
  ""SocialJustice""
]",LGBT,YouTube,https://yt3.ggpht.com/g864bFMBAXso_fkzd73ZmSXVmy9E2HHX__MiClzVA-IEppDPNVUpMVC4-dH8_O59GaGahuLOLg=s88-c-k-c0x00ffffff-no-rj
UCAWCKUrmvK5F_ynBY_CMlIA,DarkHorse Podcast Clips,39522090,US,1,408000,75168.085169,75168.085169,51189466,208444.810536277,124348.615668181,55207.914594595,55207.914594595,9.540782,2020-07-02T00:00:00.0000000Z,2022-05-14T00:00:00.0000000Z,C,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLTrlssF549PMWZdEumG-sTTl4iugETHUC-L-4UF=s88-c-k-c0x00ffffff-no-rj
UCw_7ZC5UZfZ2VggC_KQgqEw,THE TRUE ROYAL FAMILY,3406793,CF,1,21500,1616.925682,1616.925682,3437584,2704.773033858,379.807397521,869.063783784,869.063783784,32.376981,2016-07-05T00:00:00.0000000Z,2022-05-01T00:00:00.0000000Z,L,"[
  ""Black"",
  ""SocialJustice""
]",Black,YouTube,https://yt3.ggpht.com/ytc/AKedOLThKBUZ5OwP_8382YAhVkoeoyUGSsm77MMcONLf=s88-c-k-c0x00ffffff-no-rj
UC4SMSzl_jbGe7VFkoOAeRhQ,Centre for International Governance Innovation,6079199,,0.95,37700,1275.033447,1275.033447,5985007,1494.17868703,3315.927282899,2985.071351351,2835.817783784,33.335020,2009-06-18T00:00:00.0000000Z,2022-04-25T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/mZD2h5Wtrz8KSbSmCUlwrlSGUB6iP2aKPeiZFZneLLyRsX92pzZn7DGs8K9XVInARfPZ3dXQKXs=s88-c-k-c0x00ffffff-no-rj
UCM96pu5VCp13f7P8Ar7qUjg,Darius M,116712443,US,0.8,394000,55812.029351,55812.029351,108386961,211484.99973513,166497.10876634,104525.256216216,83620.204972973,10.417404,2017-01-17T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""MRA""
]",MRA,YouTube,https://yt3.ggpht.com/fJXqpURx1K43r_HBseTHa3uikv3DsQfmwM29o-woQHtNwI7y92rQnad69Wb569vSvGkDugPj=s88-c-k-c0x00ffffff-no-rj
UCRVpj-n5kyVfDNtcuwN6KkA,Bill Smith,7679754,AQ,1,60300,10564.295736,10564.295736,7680243,27.935198411,7.832313719,44.388108108,44.388108108,13.222222,2017-12-04T00:21:12.0000000Z,2019-12-01T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/a/AATXAJz_vAJfU3Im6FWkyYHKWOinC8kFj3DOGFvaN0xa=s88-c-k-c0xffffffff-no-rj-mo
UChLtOgT5y2Tt1Alqg2FFWQg,In2ThinAir,7720003,US,0.85,48000,4215.360262,4215.360262,7722540,5558.919751549,486.244768938,3618.428108108,3075.663891892,11.984581,2017-05-06T00:00:00.0000000Z,2022-05-12T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/bcrE7dmjPeyddNYkGAUG8_9hfTD95d6o11_HYgf_Vj4cHvYR0YBFU4HzrfueBhcTQpL4l0RW=s88-c-k-c0x00ffffff-no-rj
UCRYF2HYRN2ILwUoyLQ5TAdA,Flat Earth Talk,5349089,US,1,40100,9887.626617,9887.626617,5349206,23.350923968,0.3550228865,70.062702703,70.062702703,13.836735,2016-11-19T00:00:00.0000000Z,2018-05-14T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLQ22qsE0Z9S9exDI9B0sryCiHaMcfCO7zBLTZ5N=s88-c-k-c0x00ffffff-no-rj
UCwkhZdOGGamKqPhIGijMxyw,AtheistExperience,4989496,,1,30200,7571.438543,7571.438543,4989578,250.3465736,11.957109039,84.170810811,84.170810811,6.871795,2008-11-10T00:00:00.0000000Z,2010-08-31T00:00:00.0000000Z,C,"[
  ""AntiTheist""
]",Anti-theist,YouTube,https://yt3.ggpht.com/ytc/AKedOLQX5dP4zn9DSBrYsRqKWfwVa7-4dFOP_GSESKhN=s88-c-k-c0x00ffffff-no-rj
UClDAdF7QCpKHLrE3F_VZjrg,Huckabee,161565054,US,0.95,802000,97348.346222,97348.346222,163642570,429651.311979933,488140.835563928,143242.138378378,136080.031459459,6.508947,2017-10-06T00:00:00.0000000Z,2022-05-14T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLTDcCyfiJIGU7FRz3bdxrSMrNYugaZ9jC6oPOY7OA=s88-c-k-c0x00ffffff-no-rj
UCclVK-uyaN-qYrSu05SjfSg,Global Witness,7081539,US,0.95,91200,4613.580811,4613.580811,7164891,2769.716146053,927.223057453,1866.838918919,1773.496972973,42.687003,2017-12-31T00:00:00.0000000Z,2022-04-02T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLR6YUxqYIDk549RSqgQ3GHMuHEnPChI9qmjQrecAw=s88-c-k-c0x00ffffff-no-rj
UCEY9JQXyoVyK5N0zAEJ5SIQ,FreddyB,7900803,,0.8,39800,351.799219,351.799219,1442025,59.034107305,61.517819621,927.497297297,741.997837838,14.842105,2010-01-13T00:00:00.0000000Z,2021-04-04T00:57:03.0337642Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLT8FKXCmi1pykUPvgBhzI_gLhcaf1fcbEcimjYPFg=s88-c-k-c0x00ffffff-no-rj-mo
UCrwcaubBjseFaaq0j_LAoLw,Raw Story,32034339,,1,14500,79887.920200,79887.920200,32035056,3.647081751,10.324826068,206.004324324,206.004324324,3.323151,2015-02-24T16:09:43.0000000Z,2016-03-31T00:00:00.0000000Z,L,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AKedOLQx1B-JjP3wtGcRjcGmEmF2AWmU8692PgTrdg=s88-c-k-c0x00ffffff-no-rj
UCkLJN43Fs8Vf_4S9ijrYiyA,NathanOakley1980,6476778,GB,1,23300,1485.326289,1485.326289,6395815,3450.65095058,606.287867701,2913.323243243,2913.323243243,59.497897,2010-07-31T00:00:00.0000000Z,2022-05-15T02:53:29.2024169Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLQCJKlqi6INZF5CppAYSYI2DCjgBNhHHUwNqp1X=s88-c-k-c0x00ffffff-no-rj
UC9sXw4ZdPEIp6bYGvLW-_iA,vpro documentary,43978004,NL,1,303000,8049.019224,8049.019224,43963743,14949.549786044,77319.979427771,20684.979459459,20684.979459459,40.890957,2007-05-31T00:00:00.0000000Z,2022-05-14T00:00:00.0000000Z,L,"[
  ""PartisanLeft""
]",Partisan Left,YouTube,https://yt3.ggpht.com/ytc/AKedOLT8N7RJmxu7dXKHPaLwKKFk0eYQeBryCIH_HIGpDg=s88-c-k-c0x00ffffff-no-rj
UCX38ZAriljqMLVo0JtbGWIg,Podcast Devotee,3205711,US,0.8,50400,25120.752860,25120.752860,21955538,12068.943403294,10342.905122246,17119.316756757,13695.453405405,158.191419,2019-08-08T00:00:00.0000000Z,2021-12-29T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AKedOLS6kdZElZufnzKni0Sb7BJkNFIUYrYhCQl32lX42g=s88-c-k-c0x00ffffff-no-rj
UCzGvRd5Uaec4evtzyX11ZGQ,TruVision,2820568,US,0.9,18600,3774.284834,3774.284834,3060945,3.991391747,1.201226441,99.578378378,89.620540541,11.804348,2017-04-10T20:11:51.0000000Z,2019-06-30T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLTem4jBKLKVDu589q9sIHN6VtCEiyUsukR52KWjlg=s88-c-k-c0x00ffffff-no-rj
UC44ygHhf5-2W-uR44BpPVdg,Unity News Network,3974065,GB,1,39600,4407.578947,4407.578947,4522176,14017.331418119,327.925489519,4036.513513514,4036.513513514,68.202632,2018-07-07T00:00:00.0000000Z,2021-04-28T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AAUvwnhgFFkSAq6uhSQ_o_sMhaRh7MuBDCTY-lEh17ukAA=s88-c-k-c0x00ffffff-no-rj
UCXM5jmd0qxd3uLSrvJazfiw,The Prophecy Club,11507489,,1,95000,6144.091005,6144.091005,11612332,16262.455933287,2631.941402683,7522.412972973,7522.412972973,41.284098,2017-03-10T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ZNaaXHehOUs9CU8nokqEv6LIDydKSzmBHGp-9JFtyzKZdPzgUf8eVebmvRozpsJ8G75ngfntmw=s88-c-k-c0x00ffffff-no-rj
UCA-LBkf65vDU58UKyJpR4VQ,Earthing,8049425,US,0.8,81600,2524.287465,2524.287465,8034807,543.317723891,456.746325925,7221.926486486,5777.541189189,44.826667,2013-03-27T16:48:21.0000000Z,2021-12-13T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLThxBL300cLDxRFup3Kf3M_r1uoDwnVzeTi5CwT=s88-c-k-c0x00ffffff-no-rj
UCY_RXl0nXVp4w3VpEwsNhUg,Rabbi Yosef Mizrachi הרב יוסף מזרחי,11697137,US,0.9,35100,3517.037719,3517.037719,12028269,15610.503938857,17756.523157514,5275.52,4747.968,102.086803,2012-12-30T00:00:00.0000000Z,2022-05-12T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/Wk8JwIVNXidtODL7c1tP8SHa7FDpYcl2KNxWSE9tp8_Zus_OLjOpTO0qWrCr5esmg6JF4zz9Jg=s88-c-k-c0x00ffffff-no-rj
UCicY08RPsp0zK1vp_G7xIpQ,NewsNowSanDiego,21948736,US,1,35600,4410.568525,4410.568525,21916115,725.748074292,256.403469419,795.201081081,795.201081081,14.928623,2008-10-05T00:00:00.0000000Z,2022-05-14T00:00:00.0000000Z,C,"[
  ""Libertarian""
]",Libertarian,YouTube,https://yt3.ggpht.com/HrRUjdhOF17BIS9I0HA003gWiopZx_4NgP1hzvOJlQ9F6xiiC0Z44FTOTBAsJ2sIdm531O5v=s88-c-k-c0x00ffffff-no-rj
UC0BEdffpLEGzPtPD3O8-XgQ,UN Watch,30281822,CH,0.85,97800,5314.917166,5314.917166,30156840,2898.901936142,3295.259392324,10805.782702703,9184.915297297,8.270619,2006-10-30T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/n52-hBMObtoQRNSWoZEF1CE04MkbRtVpAzkC1Pw1H0gJm0suTcGIC2MJijh2noHc3AQFhGmX0pY=s88-c-k-c0x00ffffff-no-rj
UC_UQ1-0AIscLf9G-rAs4zKw,Nothing To Declare,5551279,GB,0.8,24600,1930.825743,1930.825743,6105271,704.526053229,650.935089392,4013.154594595,3210.523675676,34.844660,2013-07-23T00:00:00.0000000Z,2022-03-20T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLTTI11EIWvBs2FAOvtl2LxzfEO_sUjQSPwDGLOv=s88-c-k-c0x00ffffff-no-rj
UCy8V8J8NEoRCMB61EQo-Hrg,ControversyRadio,29423515,CA,0.85,121000,12481.944848,12481.944848,29195269,1108.328652497,1146.008001554,11564.665945946,9829.966054054,12.653211,2015-12-02T00:00:00.0000000Z,2022-04-28T00:42:14.6800394Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/aT9V36HXZ5jhck4iTPtnLuBETn7lqdsemQTUmj_hDs4e4g8c2fU3ClU9P4EeOcQP-s1cg0Vn8Q=s88-c-k-c0x00ffffff-no-rj
UCNQDPnBbDvEzp-jniZsHBNg,crumbsIRL,2607,,1,19900,2.575518,2.575518,2609,0.2851849514,0,0.3264864865,0.3264864865,9.000000,2019-08-05T00:00:00.0000000Z,2019-08-05T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLSdtXJ9DDnVNzJwDqgzbq85JIiSZj08FJErhWM4=s88-c-k-c0x00ffffff-no-rj
UCpf2Lxgf10AjzBT4GIIgDJw,The Dollar Vigilante,36847944,US,1,301000,15410.193291,15410.193291,9646781,4743.088962454,91.62572695,7963.059459459,7963.059459459,34.735915,2019-01-03T00:00:00.0000000Z,2020-09-20T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/a/AATXAJws-44NbkPEobacYEX9_6Qjwmfi7YjA6o_wHmAsTQ=s88-c-k-c0xffffffff-no-rj-mo
UCpQHuFC7Kung6-BsMLVBZKg,n e1,987471,,0.9,11800,394.769078,394.769078,1189834,14.760662381,0.9477205005,217.445405405,195.700864865,63.829268,2013-11-08T00:00:00.0000000Z,2022-02-08T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLRDNQIzFksdB_K-sA4VFjQOxnaoOt9grmWcLTRFuQ=s88-c-k-c0x00ffffff-no-rj
UCgVZ0mrM3liHNhRYC5Mchgg,WPLG Local 10,496268296,US,0.9,500000,298216.373077,298216.373077,465217542,128589.164656139,135487.348252272,381874.557837838,343687.102054054,2.258052,2018-02-05T00:00:00.0000000Z,2022-05-15T03:00:37.8988282Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/-P-kw3fTlJBTZ4B5G1pVvqdZJ41FRHpaQ85U_kL7GReHbeMaH1mKynrOH9-wKClU2Ym67FpQnI4=s88-c-k-c0x00ffffff-no-rj
UClfGl4UiN_-Ogdn6hmnEtaQ,Alana Greene,1455042,,0.8,18800,696.814937,696.814937,1483519,79.522727377,46.685271241,86.871351351,69.497081081,16.373016,2016-07-06T00:00:00.0000000Z,2022-05-05T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/T_cD0ZnJkJiHgh7Sscy8QpDjCq7Y7gQeCPJLTfTE9_ckJDkKz17GwWWy-9L_I1Yqcia30p9TIA=s88-c-k-c0x00ffffff-no-rj
UC2qD7NXtLKNKaUsWHYHD6uw,Nicole's View,15269073,US,1,,8202.791776,8202.791776,15560696,2844.513720321,817.21158761,4328.903783784,4328.903783784,27.320685,2017-02-12T00:00:00.0000000Z,2022-04-24T00:00:00.0000000Z,L,"[
  ""SocialJustice""
]",Social Justice,YouTube,https://yt3.ggpht.com/ytc/AKedOLSlNf-B9e4sNWlVWpO80Yj4Rpy6qi6YIWIGMnYmKg=s88-c-k-c0x00ffffff-no-rj
